,_player_id,_name,_height,_weight,_position,_season,_team_abbreviation,_minutes_played,_total_rebounds,_player_efficiency_rating,_field_goal_percentage,_free_throw_percentage,_two_point_percentage,_three_point_percentage,_offensive_rebounds,_assists,_turnovers,_usage_percentage,_offensive_win_shares,_defensive_rebounds,_steals,_blocks,_defensive_win_shares
michael-kemp-1,michael-kemp-1,Michael Kemp,6-3,195lb,Forward,2018-19,central-michigan,5,1,-20.4,.000,.000,.000,.000,1,0,0,27.7,0.0,0,0,0,0.0
colton-webber-mitchell-1,colton-webber-mitchell-1,Colton Webber-Mitchell,6-1,180lb,Guard,2018-19,central-michigan,5,0,16.1,,,,,0,1,0,0.0,0.0,0,0,1,0.0
christian-keeling-1,christian-keeling-1,Christian Keeling,6-4,175lb,Guard,2018-19,charleston-southern,1096,235,23.7,.465,.778,.538,.380,29,94,91,27.3,3.1,206,43,23,2.3
dontrell-shuler-1,dontrell-shuler-1,Dontrell Shuler,6-2,180lb,Guard,2018-19,charleston-southern,908,93,13.3,.432,.611,.527,.263,21,62,55,22.2,1.0,72,33,4,1.4
travis-mcconico-1,travis-mcconico-1,Travis McConico,6-6,200lb,Forward,2018-19,charleston-southern,963,199,15.5,.406,.642,.476,.336,62,86,49,16.0,1.3,137,42,22,1.9
phlandrous-flemingjr-1,phlandrous-flemingjr-1,Phlandrous Fleming Jr.,6-4,195lb,Guard,2018-19,charleston-southern,621,120,18.5,.402,.803,.504,.289,37,60,46,24.2,1.0,83,28,13,1.2
ty-jones-3,ty-jones-3,Ty Jones,6-6,215lb,Forward,2018-19,charleston-southern,711,134,16.3,.495,.830,.519,.345,59,48,46,18.6,1.2,75,17,11,1.1
deontaye-buskey-1,deontaye-buskey-1,Deontaye Buskey,6-1,160lb,Guard,2018-19,charleston-southern,626,67,11.7,.376,.609,.379,.372,15,58,48,19.1,0.3,52,35,9,1.2
duncan-lexander-1,duncan-lexander-1,Duncan LeXander,6-8,205lb,Forward,2018-19,charleston-southern,562,114,11.6,.374,.500,.429,.342,47,23,37,18.8,0.3,67,23,3,1.0
nate-louis-1,nate-louis-1,Nate Louis,5-11,165lb,Guard,2018-19,charleston-southern,368,22,14.9,.411,.750,.190,.462,4,24,10,16.3,0.9,18,12,3,0.5
timmy-sellers-1,timmy-sellers-1,Timmy Sellers,6-8,220lb,Forward,2018-19,charleston-southern,294,66,10.0,.466,.464,.466,,39,4,17,14.3,0.1,27,9,7,0.5
sadarius-bowser-1,sadarius-bowser-1,Sadarius Bowser,6-9,220lb,Center,2018-19,charleston-southern,324,57,9.5,.604,.357,.617,.000,30,6,16,10.4,0.2,27,3,11,0.5
sean-price-1,sean-price-1,Sean Price,6-3,200lb,Guard-Forward,2018-19,charleston-southern,255,35,10.5,.389,.611,.452,.304,11,15,14,14.3,0.1,24,15,0,0.5
jamir-moore-1,jamir-moore-1,Jamir Moore,6-5,180lb,Guard,2018-19,charleston-southern,74,11,12.8,.343,.750,.636,.208,3,4,3,25.7,0.0,8,2,4,0.1
nathan-payne-1,nathan-payne-1,Nathan Payne,6-4,180lb,Forward,2018-19,charleston-southern,25,8,8.2,.375,.375,.375,,4,0,1,24.4,0.0,4,0,0,0.0
travis-anderson-1,travis-anderson-1,Travis Anderson,6-0,175lb,Guard,2018-19,charleston-southern,19,0,2.9,.286,.600,.333,.250,0,3,4,33.5,-0.1,0,1,0,0.0
brian-camacho-1,brian-camacho-1,Brian Camacho,6-0,160lb,Guard,2018-19,charleston-southern,4,1,-43.9,.000,.000,,.000,0,0,1,47.0,-0.1,1,0,0,0.0
jon-davis-1,jon-davis-1,Jon Davis,6-3,200lb,Guard,2018-19,charlotte,1076,130,21.9,.433,.854,.524,.338,11,107,121,33.7,2.5,119,24,12,1.0
malik-martin-1,malik-martin-1,Malik Martin,6-6,205lb,Guard,2018-19,charlotte,791,102,12.7,.400,.760,.510,.287,15,27,36,18.2,0.6,87,29,13,0.9
milos-supica-1,milos-supica-1,Milos Supica,6-9,220lb,Forward,2018-19,charlotte,651,136,13.7,.525,.685,.525,,33,28,61,21.6,0.2,103,18,15,0.8
cooper-robb-1,cooper-robb-1,Cooper Robb,6-1,180lb,Guard,2018-19,charlotte,645,85,9.2,.384,.548,.443,.338,12,43,39,16.4,-0.1,73,23,10,0.7
brandon-younger-1,brandon-younger-1,Brandon Younger,6-7,185lb,Guard,2018-19,charlotte,588,79,8.4,.362,.800,.384,.327,12,19,30,17.3,-0.2,67,14,13,0.6
dravon-mangum-1,dravon-mangum-1,Dravon Mangum,6-9,200lb,Forward,2018-19,charlotte,560,75,7.9,.368,.633,.466,.271,24,12,35,17.7,-0.1,51,10,15,0.5
jaylan-mcgill-1,jaylan-mcgill-1,Jaylan McGill,6-2,205lb,Guard,2018-19,charlotte,729,47,5.8,.404,.650,.476,.361,6,19,22,11.0,0.2,41,9,3,0.4
jailan-haslem-1,jailan-haslem-1,Jailan Haslem,6-10,260lb,Center,2018-19,charlotte,360,93,11.0,.521,.455,.529,.000,38,23,33,17.5,0.1,55,4,11,0.4
bo-blight-1,bo-blight-1,Bo Blight,6-7,205lb,Forward,2018-19,charlotte,230,46,5.2,.286,.667,.368,.188,7,6,9,11.2,-0.2,39,4,8,0.3
john-kitoko-1,john-kitoko-1,John Kitoko,6-0,205lb,Guard,2018-19,charlotte,170,18,-1.3,.200,.500,.500,.080,3,4,7,13.9,-0.4,15,3,1,0.1
kevin-easley-2,kevin-easley-2,Kevin Easley,6-6,232lb,Forward,2018-19,chattanooga,814,193,19.0,.444,.651,.471,.397,50,35,58,28.0,1.2,143,20,9,0.9
jerry-johnsonjr-1,jerry-johnsonjr-1,Jerry Johnson Jr.,6-1,220lb,Guard,2018-19,chattanooga,828,112,13.7,.383,.788,.444,.337,19,74,52,22.5,0.8,93,28,0,0.7
donovann-toatley-1,donovann-toatley-1,Donovann Toatley,5-9,179lb,Guard,2018-19,chattanooga,697,57,12.3,.420,.690,.486,.293,6,82,69,27.9,0.4,51,11,1,0.4
david-jean-baptiste-1,david-jean-baptiste-1,David Jean-Baptiste,6-1,191lb,Guard,2018-19,chattanooga,852,78,14.5,.456,.705,.504,.410,17,64,39,18.1,1.5,61,20,2,0.5
ramon-vila-1,ramon-vila-1,Ramon Vila,6-8,242lb,Forward,2018-19,chattanooga,531,114,20.4,.625,.635,.633,.400,30,26,34,20.3,1.2,84,6,19,0.5
jonathan-scott-1,jonathan-scott-1,Jonathan Scott,6-4,200lb,Guard,2018-19,chattanooga,893,112,9.2,.444,.625,.500,.397,24,37,36,11.9,0.8,88,21,5,0.7
thomas-smallwood-1,thomas-smallwood-1,Thomas Smallwood,7-0,241lb,Center-Forward,2018-19,chattanooga,489,119,16.7,.466,.765,.464,.468,29,25,33,20.5,0.8,90,5,15,0.5
maurice-commander-1,maurice-commander-1,Maurice Commander,6-0,167lb,Guard,2018-19,chattanooga,405,43,7.4,.340,.750,.422,.269,5,35,21,15.7,-0.1,38,10,1,0.3
justin-brown-15,justin-brown-15,Justin Brown,6-10,205lb,Center,2018-19,chattanooga,271,63,16.6,.554,.667,.563,.000,31,10,19,18.0,0.4,32,6,12,0.3
aj-caldwell-2,aj-caldwell-2,A.J. Caldwell,6-4,201lb,Guard,2018-19,chattanooga,316,40,8.5,.378,.667,.409,.365,7,18,14,14.5,0.2,33,5,2,0.2
keigen-kerby-1,keigen-kerby-1,Keigen Kerby,6-7,211lb,Forward,2018-19,chattanooga,322,58,7.4,.379,.500,.529,.317,13,12,18,12.9,0.0,45,7,13,0.4
duane-moss-1,duane-moss-1,Duane Moss,6-6,200lb,Forward,2018-19,chattanooga,7,0,-8.8,.000,,,.000,0,0,0,7.3,0.0,0,0,0,0.0
anthony-harris-9,anthony-harris-9,Anthony Harris,6-5,203lb,Guard,2018-19,chicago-state,993,154,14.3,.431,.770,.472,.329,22,63,95,23.9,0.5,132,42,13,0.0
rob-shaw-1,rob-shaw-1,Rob Shaw,6-0,180lb,Guard,2018-19,chicago-state,1053,103,7.5,.366,.650,.398,.167,14,159,112,25.1,-1.7,89,35,2,-0.4
travon-bell-1,travon-bell-1,Travon Bell,6-3,180lb,Guard,2018-19,chicago-state,803,99,11.7,.387,.679,.469,.358,13,38,36,18.3,0.5,86,28,6,-0.2
cameron-bowles-1,cameron-bowles-1,Cameron Bowles,6-7,195lb,Forward,2018-19,chicago-state,880,121,6.9,.423,.645,.463,.120,26,28,68,18.7,-0.6,95,15,17,-0.3
christian-jacob-1,christian-jacob-1,Christian Jacob,6-8,230lb,Forward,2018-19,chicago-state,510,114,15.7,.506,.635,.509,.333,48,12,45,24.6,0.2,66,24,6,0.0
delshon-strickland-1,delshon-strickland-1,Delshon Strickland,6-4,185lb,Guard,2018-19,chicago-state,606,68,8.6,.412,.703,.524,.274,10,19,36,20.0,-0.1,58,12,5,-0.3
patrick-szpir-1,patrick-szpir-1,Patrick Szpir,6-9,230lb,Forward,2018-19,chicago-state,589,83,5.6,.429,.611,.429,,29,26,36,11.7,-0.3,54,10,11,-0.2
ken-odiase-1,ken-odiase-1,Ken Odiase,6-7,205lb,Forward,2018-19,chicago-state,199,45,9.8,.460,.563,.468,.333,14,4,18,21.1,-0.1,31,3,5,0.0
eugene-witherspoon-2,eugene-witherspoon-2,Eugene Witherspoon,6-6,200lb,Forward,2018-19,chicago-state,252,48,4.0,.439,.455,.486,.167,12,3,21,14.5,-0.3,36,5,5,0.0
noah-bigirumwami-1,noah-bigirumwami-1,Noah Bigirumwami,6-10,210lb,Forward-Center,2018-19,chicago-state,211,23,1.5,.286,.741,.333,.143,5,7,17,13.8,-0.2,18,6,2,-0.1
jordan-reed-23,jordan-reed-23,Jordan Reed,6-0,160lb,Guard,2018-19,chicago-state,134,6,9.3,.435,1.000,.200,.500,2,8,3,10.1,0.2,4,2,0,-0.1
michael-johnson-13,michael-johnson-13,Michael Johnson,6-1,180lb,Guard,2018-19,chicago-state,151,16,2.0,.227,.556,.250,.167,2,9,11,12.4,-0.3,14,10,0,0.0
miles-oliver-1,miles-oliver-1,Miles Oliver,6-2,180lb,Guard,2018-19,chicago-state,15,3,-7.8,.000,.714,.000,.000,0,0,3,38.0,-0.1,3,1,0,0.0
jarron-cumberland-1,jarron-cumberland-1,Jarron Cumberland,6-5,205lb,Guard,2018-19,cincinnati,1136,155,23.0,.404,.773,.415,.388,40,127,96,32.0,3.6,115,40,14,1.9
keith-williams-10,keith-williams-10,Keith Williams,6-5,210lb,Guard,2018-19,cincinnati,903,111,16.8,.451,.707,.514,.276,46,38,50,21.7,1.4,65,39,31,1.6
tre-scott-1,tre-scott-1,Tre Scott,6-8,225lb,Forward,2018-19,cincinnati,1071,240,17.4,.472,.667,.500,.308,82,52,39,16.8,2.1,158,29,19,2.0
justin-jenifer-1,justin-jenifer-1,Justin Jenifer,5-10,175lb,Guard,2018-19,cincinnati,889,59,16.7,.447,.761,.452,.444,6,98,25,15.4,2.6,53,22,0,1.1
cane-broome-1,cane-broome-1,Cane Broome,6-0,165lb,Guard,2018-19,cincinnati,742,58,15.1,.396,.750,.470,.287,11,77,42,23.0,1.3,47,22,1,1.0
nysier-brooks-1,nysier-brooks-1,Nysier Brooks,6-11,240lb,Center,2018-19,cincinnati,803,221,21.0,.535,.632,.535,,94,14,31,17.9,2.1,127,13,51,1.7
rashawn-fredericks-1,rashawn-fredericks-1,Rashawn Fredericks,6-5,200lb,Guard,2018-19,cincinnati,358,78,11.5,.358,.750,.447,.235,29,8,12,14.7,0.3,49,10,5,0.6
trevor-moore-1,trevor-moore-1,Trevor Moore,6-5,195lb,Guard,2018-19,cincinnati,404,47,8.1,.318,.778,.529,.265,14,18,10,12.6,0.3,33,14,1,0.6
logan-johnson-2,logan-johnson-2,Logan Johnson,6-2,175lb,Guard,2018-19,cincinnati,225,38,15.6,.469,.700,.541,.250,15,21,19,17.7,0.2,23,11,7,0.5
mamoudou-diarra-1,mamoudou-diarra-1,Mamoudou Diarra,6-9,215lb,Forward,2018-19,cincinnati,137,38,19.2,.405,.714,.400,.500,11,6,4,19.8,0.2,27,5,8,0.3
eliel-nsoseme-1,eliel-nsoseme-1,Eliel Nsoseme,6-9,225lb,Forward,2018-19,cincinnati,361,107,10.8,.395,.406,.395,,33,4,11,9.1,0.1,74,9,18,0.8
sam-martin-4,sam-martin-4,Sam Martin,5-10,170lb,Guard,2018-19,cincinnati,12,0,30.7,1.000,1.000,1.000,,0,3,0,10.6,0.1,0,0,0,0.0
john-koz-1,john-koz-1,John Koz,6-1,200lb,Guard,2018-19,cincinnati,9,2,3.2,.500,,.500,,0,0,1,17.1,0.0,2,0,0,0.0
lew-stallworth-1,lew-stallworth-1,Lew Stallworth,6-1,200lb,Guard,2018-19,citadel,968,154,23.4,.527,.740,.573,.375,11,181,104,28.0,3.3,143,30,1,0.3
zane-najdawi-1,zane-najdawi-1,Zane Najdawi,6-7,220lb,Forward,2018-19,citadel,891,219,21.4,.492,.729,.574,.289,74,46,61,22.3,2.1,145,25,59,0.6
matt-frierson-1,matt-frierson-1,Matt Frierson,6-2,160lb,Guard,2018-19,citadel,880,60,13.5,.363,1.000,.200,.371,11,29,25,17.7,1.7,49,25,4,-0.1
kaiden-rice-1,kaiden-rice-1,Kaiden Rice,6-6,185lb,Guard-Forward,2018-19,citadel,590,87,18.0,.432,.690,.661,.360,26,11,26,23.2,1.3,61,20,1,0.1
connor-kern-1,connor-kern-1,Connor Kern,6-4,190lb,Guard,2018-19,citadel,705,84,11.3,.424,.839,.533,.386,16,21,29,14.0,0.9,68,18,4,0.0
alex-reed-1,alex-reed-1,Alex Reed,6-5,210lb,Forward,2018-19,citadel,544,107,13.8,.420,.636,.468,.366,35,40,29,17.2,0.9,72,17,12,0.2
hayden-brown-1,hayden-brown-1,Hayden Brown,6-6,215lb,Forward,2018-19,citadel,437,111,16.6,.492,.773,.632,.288,46,19,28,17.4,0.8,65,23,8,0.3
quayson-williams-1,quayson-williams-1,Quayson Williams,5-11,170lb,Guard,2018-19,citadel,258,34,14.5,.429,.765,.679,.262,7,43,24,18.1,0.3,27,19,0,0.2
tyler-burgess-1,tyler-burgess-1,Tyler Burgess,6-7,195lb,Forward,2018-19,citadel,126,16,9.7,.289,1.000,.500,.284,2,4,6,29.9,0.0,14,1,4,0.0
kaelon-harris-1,kaelon-harris-1,Kaelon Harris,6-4,220lb,Guard,2018-19,citadel,254,66,8.5,.333,.524,.485,.148,21,20,22,16.6,-0.1,45,7,7,0.1
jerry-higginsiii-1,jerry-higginsiii-1,Jerry Higgins III,5-10,165lb,Guard,2018-19,citadel,144,11,13.4,.414,.750,.467,.357,4,26,11,14.5,0.2,7,8,0,0.0
derek-websterjr-1,derek-websterjr-1,Derek Webster Jr.,6-5,215lb,Forward,2018-19,citadel,207,51,13.0,.640,.400,.640,,19,17,12,9.7,0.3,32,5,9,0.1
dimitri-georgiadis-1,dimitri-georgiadis-1,Dimitri Georgiadis,6-9,225lb,Forward,2018-19,citadel,27,5,20.0,.571,1.000,.571,,2,1,1,14.4,0.1,3,3,0,0.0
robert-guyton-1,robert-guyton-1,Robert Guyton,5-11,160lb,Guard,2018-19,citadel,19,5,17.2,.250,,.000,.333,3,4,0,19.3,0.1,2,0,1,0.0
marcquise-reed-1,marcquise-reed-1,Marcquise Reed,6-3,188lb,Guard,2018-19,clemson,1098,172,23.4,.440,.843,.475,.356,23,95,83,29.8,2.8,149,66,1,2.4
elijah-thomas-1,elijah-thomas-1,Elijah Thomas,6-9,245lb,Forward,2018-19,clemson,874,265,27.0,.612,.638,.614,.000,84,46,94,26.7,2.1,181,28,74,2.3
shelton-mitchell-1,shelton-mitchell-1,Shelton Mitchell,6-4,200lb,Guard,2018-19,clemson,1050,87,12.7,.379,.833,.426,.324,12,95,72,21.6,1.0,75,32,0,1.6
aamir-simms-1,aamir-simms-1,Aamir Simms,6-7,248lb,Forward,2018-19,clemson,906,157,13.6,.441,.750,.556,.331,50,34,45,17.2,1.1,107,21,25,1.6
david-skara-1,david-skara-1,David Skara,6-8,213lb,Forward,2018-19,clemson,1031,140,12.4,.468,.722,.566,.363,37,49,38,12.9,1.4,103,23,16,1.7
clyde-trapp-1,clyde-trapp-1,Clyde Trapp,6-4,196lb,Guard,2018-19,clemson,816,114,9.4,.399,.645,.489,.306,15,54,58,16.7,0.1,99,28,8,1.5
john-newmaniii-1,john-newmaniii-1,John Newman III,6-5,197lb,Guard,2018-19,clemson,407,60,7.3,.384,.545,.422,.321,15,15,19,12.5,-0.1,45,12,5,0.7
javan-white-1,javan-white-1,Javan White,6-10,227lb,Forward,2018-19,clemson,277,66,13.3,.560,.458,.560,,22,8,13,14.0,0.3,44,8,12,0.6
tyson-hunter-1,tyson-hunter-1,Tyson Hunter,6-8,204lb,Forward,2018-19,clemson,257,32,5.8,.254,.667,.313,.234,6,12,6,14.9,-0.1,26,2,8,0.4
trey-jemison-1,trey-jemison-1,Trey Jemison,7-0,254lb,Center,2018-19,clemson,72,16,6.5,.333,.600,.333,,5,1,3,8.3,0.0,11,2,5,0.2
lyles-davis-1,lyles-davis-1,Lyles Davis,5-11,166lb,Guard,2018-19,clemson,7,1,12.3,.200,,.000,.333,0,1,0,37.3,0.0,1,1,0,0.0
parker-fox-1,parker-fox-1,Parker Fox,6-6,190lb,Guard,2018-19,clemson,5,0,8.1,.500,,,.500,0,0,1,31.3,0.0,0,0,0,0.0
tyree-appleby-1,tyree-appleby-1,Tyree Appleby,6-1,165lb,Guard,2018-19,cleveland-state,885,108,22.9,.420,.780,.456,.389,10,162,100,29.6,2.5,98,42,9,0.6
rashad-williams-2,rashad-williams-2,Rashad Williams,6-2,180lb,Guard,2018-19,cleveland-state,726,57,13.6,.405,.767,.392,.408,3,23,39,22.3,1.0,54,18,1,0.2
jaalam-hill-1,jaalam-hill-1,Jaalam Hill,6-7,225lb,Forward,2018-19,cleveland-state,741,170,20.3,.591,.521,.600,.500,54,36,44,20.2,1.5,116,20,32,0.6
stefan-kenic-1,stefan-kenic-1,Stefan Kenic,6-9,230lb,Forward,2018-19,cleveland-state,723,127,13.6,.429,.714,.548,.328,30,42,46,20.9,1.0,97,10,8,0.3
seth-miliner-1,seth-miliner-1,Seth Miliner,6-6,200lb,Forward,2018-19,cleveland-state,741,145,11.9,.405,.698,.478,.305,40,32,29,16.7,0.8,105,19,2,0.4
kasheem-thomas-1,kasheem-thomas-1,Kasheem Thomas,6-0,185lb,Guard,2018-19,cleveland-state,649,81,10.6,.398,.745,.385,.413,6,80,42,14.7,0.7,75,16,1,0.3
al-eichelberger-1,al-eichelberger-1,Al Eichelberger,6-8,250lb,Forward,2018-19,cleveland-state,413,100,13.9,.462,.519,.457,1.000,53,18,43,25.1,0.1,47,11,18,0.3
dontel-highsmith-1,dontel-highsmith-1,Dontel Highsmith,6-2,200lb,Guard,2018-19,cleveland-state,494,46,11.0,.418,.842,.511,.326,10,30,13,12.2,0.8,36,12,3,0.1
dibaji-walker-1,dibaji-walker-1,Dibaji Walker,6-7,190lb,Forward,2018-19,cleveland-state,335,37,12.0,.423,.579,.568,.333,14,13,14,17.7,0.4,23,10,6,0.1
deante-johnson-1,deante-johnson-1,Deante Johnson,6-9,210lb,Forward,2018-19,cleveland-state,469,117,7.7,.341,.419,.369,.000,37,23,29,14.2,-0.4,80,15,16,0.4
aleksa-popovic-1,aleksa-popovic-1,Aleksa Popovic,6-9,215lb,Forward,2018-19,cleveland-state,64,13,1.5,.385,.500,.500,.200,4,1,5,14.7,-0.1,9,0,1,0.0
david-payne-2,david-payne-2,David Payne,6-5,215lb,Forward,2018-19,cleveland-state,6,1,12.4,.000,.500,.000,,1,0,0,16.1,0.0,0,1,0,0.0
gregory-kolomoisky-1,gregory-kolomoisky-1,Gregory Kolomoisky,6-4,210lb,Guard,2018-19,cleveland-state,4,0,-37.1,.000,,.000,.000,0,0,0,37.1,-0.1,0,0,0,0.0
zac-cuthbertson-1,zac-cuthbertson-1,Zac Cuthbertson,6-7,195lb,Forward,2018-19,coastal-carolina,1091,277,24.9,.488,.763,.538,.367,75,80,80,26.6,4.0,202,32,15,1.4
tyrell-gumbs-frater-1,tyrell-gumbs-frater-1,Tyrell Gumbs-Frater,6-3,190lb,Guard,2018-19,coastal-carolina,674,61,17.5,.441,.732,.446,.439,18,16,35,22.8,1.7,43,24,3,0.6
devante-jones-2,devante-jones-2,DeVante Jones,6-1,200lb,Guard,2018-19,coastal-carolina,686,90,20.3,.461,.818,.563,.337,19,83,52,23.0,1.9,71,31,1,0.8
ajay-sanders-1,ajay-sanders-1,Ajay Sanders,6-4,200lb,Guard,2018-19,coastal-carolina,930,155,11.4,.389,.694,.465,.353,48,37,40,14.8,1.2,107,25,5,0.9
tommy-burton-1,tommy-burton-1,Tommy Burton,6-8,210lb,Forward,2018-19,coastal-carolina,619,139,17.6,.489,.690,.506,.000,66,23,51,22.2,1.1,73,30,16,0.9
ebrima-dibba-1,ebrima-dibba-1,Ebrima Dibba,6-6,200lb,Guard,2018-19,coastal-carolina,800,107,14.1,.454,.769,.508,.302,9,123,67,16.2,1.0,98,34,4,0.9
amidou-bamba-1,amidou-bamba-1,Amidou Bamba,6-8,240lb,Forward,2018-19,coastal-carolina,559,129,13.1,.522,.429,.522,,48,14,38,19.2,0.4,81,8,21,0.6
trevion-brown-1,trevion-brown-1,Trevion Brown,6-2,165lb,Guard,2018-19,coastal-carolina,410,29,11.0,.424,.824,.381,.460,7,42,35,16.9,0.5,22,8,2,0.3
david-kralj-1,david-kralj-1,David Kralj,6-4,210lb,Guard,2018-19,coastal-carolina,362,27,10.9,.440,.750,.500,.397,8,17,18,16.6,0.5,19,6,0,0.2
josh-coleman-1,josh-coleman-1,Josh Coleman,6-9,240lb,Center,2018-19,coastal-carolina,220,64,16.3,.592,.484,.592,,29,2,10,16.2,0.5,35,3,10,0.3
david-pierce-2,david-pierce-2,David Pierce,6-3,215lb,Guard,2018-19,coastal-carolina,187,14,7.5,.382,.563,.400,.375,0,3,11,19.1,0.1,14,5,0,0.1
isaac-hippolyte-1,isaac-hippolyte-1,Isaac Hippolyte,6-7,210lb,Forward,2018-19,coastal-carolina,209,53,1.9,.244,1.000,.294,.091,16,4,20,16.5,-0.3,37,3,0,0.2
josh-peterson-1,josh-peterson-1,Josh Peterson,5-10,165lb,Guard,2018-19,coastal-carolina,42,4,5.5,.500,,.500,,0,4,2,9.2,0.0,4,1,0,0.0
matt-lindsey-1,matt-lindsey-1,Matt Lindsey,6-1,190lb,Guard,2018-19,coastal-carolina,31,4,-3.1,.125,.000,.200,.091,2,2,2,28.9,-0.2,2,4,0,0.1
malik-legania-1,malik-legania-1,Malik Legania,6-5,180lb,Guard,2018-19,coastal-carolina,31,5,-0.6,.167,,.167,,0,1,1,10.9,-0.1,5,0,1,0.0
rapolas-ivanauskas-1,rapolas-ivanauskas-1,Rapolas Ivanauskas,6-10,225lb,Forward,2018-19,colgate,1058,272,22.3,.518,.777,.545,.434,64,56,86,26.9,2.9,208,19,21,1.5
jordan-burns-1,jordan-burns-1,Jordan Burns,6-0,175lb,Guard,2018-19,colgate,987,91,20.8,.438,.821,.486,.394,13,171,94,27.4,2.8,78,36,3,1.0
will-rayman-1,will-rayman-1,Will Rayman,6-8,210lb,Forward,2018-19,colgate,1159,227,17.0,.425,.681,.423,.429,70,52,58,21.6,2.2,157,32,27,1.5
tucker-richardson-1,tucker-richardson-1,Tucker Richardson,6-5,205lb,Guard,2018-19,colgate,1152,148,12.8,.431,.725,.534,.368,29,132,73,14.6,1.5,119,44,9,1.4
jack-ferguson-1,jack-ferguson-1,Jack Ferguson,6-3,175lb,Guard,2018-19,colgate,619,68,16.8,.424,.780,.468,.409,13,34,30,20.0,1.4,55,23,5,0.7
dana-batt-1,dana-batt-1,Dana Batt,6-9,225lb,Center,2018-19,colgate,690,118,18.5,.643,.789,.643,,34,14,38,16.8,1.5,84,16,33,0.9
malcolm-regisford-1,malcolm-regisford-1,Malcolm Regisford,6-8,225lb,Forward,2018-19,colgate,562,125,21.8,.673,.560,.673,,41,15,25,18.1,1.5,84,12,22,0.8
francisco-amiel-1,francisco-amiel-1,Francisco Amiel,6-2,180lb,Guard,2018-19,colgate,748,71,7.9,.337,.818,.435,.307,17,61,30,9.6,0.5,54,28,0,0.7
zach-light-1,zach-light-1,Zach Light,6-3,195lb,Guard,2018-19,colgate,43,12,14.0,.500,.750,.714,.200,3,3,5,22.9,0.0,9,1,0,0.1
sam-lindgren-1,sam-lindgren-1,Sam Lindgren,6-6,210lb,Forward,2018-19,colgate,43,2,6.4,.500,.000,.500,,0,3,2,15.7,0.0,2,1,0,0.0
hugh-baxter-1,hugh-baxter-1,Hugh Baxter,6-8,210lb,Forward,2018-19,colgate,14,2,2.2,.400,,1.000,.000,0,0,2,26.0,-0.1,2,1,1,0.0
grant-riller-1,grant-riller-1,Grant Riller,6-3,190lb,Guard,2018-19,college-of-charleston,1172,113,28.8,.538,.806,.621,.329,19,134,79,30.4,5.4,94,41,2,1.2
jarrell-brantley-1,jarrell-brantley-1,Jarrell Brantley,6-7,255lb,Forward,2018-19,college-of-charleston,1121,277,28.2,.517,.785,.582,.328,57,80,85,30.0,3.9,220,46,29,1.9
brevin-galloway-1,brevin-galloway-1,Brevin Galloway,6-2,215lb,Guard,2018-19,college-of-charleston,833,79,14.6,.440,.550,.600,.352,22,31,23,16.7,1.4,57,40,2,0.9
zep-jasper-1,zep-jasper-1,Zep Jasper,6-1,170lb,Guard,2018-19,college-of-charleston,835,71,9.9,.396,.762,.388,.400,12,42,25,11.9,1.0,59,24,1,0.7
jaylen-mcmanus-1,jaylen-mcmanus-1,Jaylen McManus,6-7,235lb,Forward,2018-19,college-of-charleston,623,124,11.5,.460,.636,.528,.365,34,10,23,14.1,0.8,90,8,5,0.6
jaylen-richard-1,jaylen-richard-1,Jaylen Richard,6-4,180lb,Guard,2018-19,college-of-charleston,413,44,12.1,.441,.792,.585,.250,9,13,30,19.1,0.3,35,16,3,0.5
marquise-pointer-1,marquise-pointer-1,Marquise Pointer,6-0,210lb,Guard,2018-19,college-of-charleston,592,50,8.6,.330,.744,.344,.314,12,57,33,15.0,0.2,38,17,3,0.5
sam-miller-1,sam-miller-1,Sam Miller,6-9,240lb,Forward,2018-19,college-of-charleston,278,54,19.2,.567,.739,.651,.417,17,11,12,17.5,0.8,37,4,3,0.3
nick-harris-1,nick-harris-1,Nick Harris,6-10,270lb,Forward,2018-19,college-of-charleston,586,116,10.6,.487,.730,.487,,36,7,22,10.7,0.5,80,12,20,0.7
isaih-moore-1,isaih-moore-1,Isaih Moore,6-9,180lb,Forward,2018-19,college-of-charleston,99,23,15.7,.400,.625,.529,.125,7,2,3,19.5,0.1,16,4,3,0.2
samba-ndiaye-1,samba-ndiaye-1,Samba Ndiaye,6-9,235lb,Center,2018-19,college-of-charleston,9,2,26.5,.500,1.000,.500,,1,0,2,35.5,0.0,1,1,1,0.0
quan-mccluney-1,quan-mccluney-1,Quan McCluney,6-5,180lb,Guard,2018-19,college-of-charleston,17,1,12.9,.667,,1.000,.000,0,0,1,12.7,0.0,1,1,1,0.0
osinachi-smart-1,osinachi-smart-1,Osinachi Smart,6-8,235lb,Center-Forward,2018-19,college-of-charleston,68,21,4.1,.000,.750,.000,,4,0,4,7.1,-0.1,17,2,3,0.1
jermaine-blackmonjr-1,jermaine-blackmonjr-1,Jermaine Blackmon Jr.,6-2,240lb,Forward,2018-19,college-of-charleston,3,0,0.0,,,,,0,0,0,0.0,0.0,0,0,0,0.0
trent-robinson-1,trent-robinson-1,Trent Robinson,5-11,180lb,Guard,2018-19,college-of-charleston,1,1,17.1,,,,,0,0,0,0.0,0.0,1,0,0,0.0
